original_path,proposed_path,collision,action
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-paul-frankl-dining-chairs.html,product\american-mid-century-paul-frankl-dining-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-red-fabric-upholstered-auditorium-chairs.html,product\american-mid-century-red-fabric-upholstered-auditorium-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-slatted-wooden-bar-stools.html,product\american-mid-century-slatted-wooden-bar-stools.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-white-painted-wall-mirror.html,product\american-mid-century-white-painted-wall-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-wild-asian-teak-tree-root-sculpture.html,product\american-mid-century-wild-asian-teak-tree-root-sculpture.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs-c.html,product\american-mid-century-yellow-fabric-upholstered-lounge-chairs-c.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mid-century-yellow-fabric-upholstered-lounge-chairs.html,product\american-mid-century-yellow-fabric-upholstered-lounge-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mission-cheval-mirror.html,product\american-mission-cheval-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-mission-leather-and-wood-barstools.html,product\american-mission-leather-and-wood-barstools.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-modern-circular-églomisé-mirror-david-marshall.html,product\american-modern-circular-églomisé-mirror-david-marshall.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-papier-mache-camel-figure.html,product\american-papier-mache-camel-figure.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-victorian-red-upholstered-side-chairs.html,product\american-victorian-red-upholstered-side-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/american-windsor-hoop-back-armchair.html,product\american-windsor-hoop-back-armchair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/argentinian-modern-abstract-stone-sculpture-1960s.html,product\argentinian-modern-abstract-stone-sculpture-1960s.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/arno-dining-side-chairs-by-newel-modern-1.html,product\arno-dining-side-chairs-by-newel-modern-1.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/Art-Deco-Dining-Chairs-with-red-upholstered-seat-and-high-back.html,product\Art-Deco-Dining-Chairs-with-red-upholstered-seat-and-high-back.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/art-deco-french-shagreen-and-rosewood-cheval-mirror.html,product\art-deco-french-shagreen-and-rosewood-cheval-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/art-deco-style-american-cast-metal-and-marble-sculpture-of-three-marching-elephants.html,product\art-deco-style-american-cast-metal-and-marble-sculpture-of-three-marching-elephants.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/art-deco-wrought-iron-cheval-mirror-1.html,product\art-deco-wrought-iron-cheval-mirror-1.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/art-nouveau-wooden-dancing-figures.html,product\art-nouveau-wooden-dancing-figures.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/asian-hand-carved-mirrored-console-table.html,product\asian-hand-carved-mirrored-console-table.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/asian-mid-century-ming-style-rosewood-arrmchair.html,product\asian-mid-century-ming-style-rosewood-arrmchair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/asian-rosewood-pearl-inlaid-rrectangular-center-table.html,product\asian-rosewood-pearl-inlaid-rrectangular-center-table.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/belgian-contemporary-cross-stool-burned-oak.html,product\belgian-contemporary-cross-stool-burned-oak.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/bentwood-thonet-cheval-mirror-1.html,product\bentwood-thonet-cheval-mirror-1.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/bentwood-thonet-oak-cheval-mirror.html,product\bentwood-thonet-oak-cheval-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/biedermeier continental wall mirror1.html,product\biedermeier continental wall mirror1.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/black-leather-steel-lounge-chairs.html,product\black-leather-steel-lounge-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-carved-and-lacquered-warrior-figures.html,product\chinese-carved-and-lacquered-warrior-figures.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-carved-painted-wood-dressing-table-vanity-mirror-with-gilt-highlights.html,product\chinese-carved-painted-wood-dressing-table-vanity-mirror-with-gilt-highlights.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-carved-root-deity-figure.html,product\chinese-carved-root-deity-figure.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/Chinese-Carved-Whitewashed-Wooden-Ram-Statue.html,product\Chinese-Carved-Whitewashed-Wooden-Ram-Statue.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-chippendale-side-chairs.html,product\chinese-chippendale-side-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-contemporary-samurai-sword-chair.html,product\chinese-contemporary-samurai-sword-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-decorated-terra-cotta-figures.html,product\chinese-decorated-terra-cotta-figures.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-round-yellow-cashpot.html,product\chinese-round-yellow-cashpot.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chinese-square-celadon-jardiniere.html,product\chinese-square-celadon-jardiniere.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chippendale-bamboo-and-glass-dining-table.html,product\chippendale-bamboo-and-glass-dining-table.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/chrome-and-leather-barstools.html,product\chrome-and-leather-barstools.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/cleo-baldon-for-terra-of-california-mid-century-american-x-frame-beige-barstool-.html,product\cleo-baldon-for-terra-of-california-mid-century-american-x-frame-beige-barstool-.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-american-brown-lacquered-wooden-desk.html,product\contemporary-american-brown-lacquered-wooden-desk.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-american-patinated-bronze-abstract-sculpture-on-marble-base-in-the-style-of-brancusi.html,product\contemporary-american-patinated-bronze-abstract-sculpture-on-marble-base-in-the-style-of-brancusi.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-amorphous-fiberglass-armchair.html,product\contemporary-amorphous-fiberglass-armchair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-beige-amorphous-fiberglass-side-chair.html,product\contemporary-beige-amorphous-fiberglass-side-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-beige-fiberglass-low-stool.html,product\contemporary-beige-fiberglass-low-stool.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-beige-fiberglass-tooth-stool.html,product\contemporary-beige-fiberglass-tooth-stool.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-black-amorphous-playdough-fiberglass-side-chair.html,product\contemporary-black-amorphous-playdough-fiberglass-side-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-black-tooth-stools.html,product\contemporary-black-tooth-stools.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-blue-glass-vase.html,product\contemporary-blue-glass-vase.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-brass-and-onyx-wall-mirror.html,product\contemporary-brass-and-onyx-wall-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-brass-mirror-candle-holder.html,product\contemporary-brass-mirror-candle-holder.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-brass-slit-mirror.html,product\contemporary-brass-slit-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-brown-fiberglass-low-stool.html,product\contemporary-brown-fiberglass-low-stool.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-brownish-arch-bench.html,product\contemporary-brownish-arch-bench.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-ceramic-teapot-and-teabag-dish-set-with-union-jack-design.html,product\contemporary-ceramic-teapot-and-teabag-dish-set-with-union-jack-design.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-coffee-curl-up-lounge-chair.html,product\contemporary-coffee-curl-up-lounge-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-dark-wood-and-brushed-silver-metal-x-leg-dining-table-1.html,product\contemporary-dark-wood-and-brushed-silver-metal-x-leg-dining-table-1.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-egg-mirror.html,product\contemporary-egg-mirror.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-four-legs-burned-and-waxed-iroko-wood-stool.html,product\contemporary-four-legs-burned-and-waxed-iroko-wood-stool.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-high-back-MDF-frame-chair.html,product\contemporary-high-back-MDF-frame-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-itooraba-natural-pine-stool.html,product\contemporary-itooraba-natural-pine-stool.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-japanese-style-black-coffee-table.html,product\contemporary-japanese-style-black-coffee-table.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-kub-chair.html,product\contemporary-kub-chair.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-marble-top-cafe-table.html,product\contemporary-marble-top-cafe-table.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-mid-century-style-walnut-and-textured-charcoal-gray-upholstered-side-chairs.html,product\contemporary-mid-century-style-walnut-and-textured-charcoal-gray-upholstered-side-chairs.html,No,Move
C:/Users/user pc/OneDrive/Documents/carter/REYNOLDS_ANTIQUE_HOUSE/newel.com/product/contemporary-middle-eastern-marble-brown-and-white-console.html,product\contemporary-middle-eastern-marble-brown-and-white-console.html,No,Move
